Continuons	VER:pres	continuer
of	VER:futu	of
plus"	ADJ	plus"
❤	NOM	❤
J'	ADJ	J'
suis	VER:pres	suivre|être
mort	VER:pper	mourir
Y	NAM	Y
a	VER:pres	avoir
une	DET:ART	un
meuf	NOM	meuf
de	PRP	de
20	NUM	@card@
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
elle	PRO:PER	elle
a	VER:pres	avoir
un	DET:ART	un
coussin	NOM	coussin
sous	PRP	sous
le	DET:ART	le
cul	NOM	cul
pour	PRP	pour
ses	DET:POS	son
hémorroïdes	NOM	hémorroïde
😭😭	ADJ	😭😭
RT	VER:simp	RT
@KDR33_16	NOM	@KDR33_16
:	PUN	:
@KDR33_16	ADJ	@KDR33_16
on	PRO:PER	on
est	VER:pres	être
ensuite	ADV	ensuite
après	PRP	après
le	DET:ART	le
départ	NOM	départ
du	PRP:det	du
contrôleur	NOM	contrôleur
malpoli	ADJ	malpoli
plusieurs	PRO:IND	plusieurs
à	PRP	à
témoigner	VER:infi	témoigner
notre	DET:POS	notre
soutien	NOM	soutien
à	PRP	à
l'	DET:ART	le
homme	NOM	homme
lésé	VER:pper	léser
qui	PRO:REL	qui
nous	PRO:PER	nous
es…	VER:subi	es…
ptdrrrrrr	NOM	ptdrrrrrr
on	PRO:PER	on
est	VER:pres	être
rentrées	VER:pper	rentrer
dans	PRP	dans
le	DET:ART	le
métro	NOM	métro
la	PRO:PER	la
on	PRO:PER	on
voit	VER:pres	voir
le	DET:ART	le
drapeau	NOM	drapeau
accroché	VER:pper	accrocher
et	KON	et
le	DET:ART	le
gars	NOM	gars
chanter	VER:infi	chanter
mais	KON	mais
dérangeait	VER:impf	déranger
personne	ADV	personne
on	PRO:PER	on
était	VER:impf	être
mortes	VER:pper	mourir
D'	NAM	D'
un	NUM	un
coté	VER:pper	coter
j'	PRO:PER	je
ai	VER:pres	avoir
envie	NOM	envie
d'	PRP	de
travailler	VER:infi	travailler
pdt	NOM	pdt
que	PRO:REL	que
j'	PRO:PER	je
suis	VER:pres	suivre|être
à	PRP	à
paris	NOM	pari
mais	KON	mais
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
j'	PRO:PER	je
ai	VER:pres	avoir
clairement	ADV	clairement
pas	ADV	pas
envie	NOM	envie
d'	PRP	de
retourner	VER:infi	retourner
dans	PRP	dans
la	DET:ART	le
routine	NOM	routine
metro	ADJ	metro
rer	VER:infi	rer
Je	PRO:PER	je
crois	VER:pres	croire
y'	ADJ	y'
a	VER:pres	avoir
un	DET:ART	un
gars	NOM	gars
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
il	PRO:PER	il
a	VER:pres	avoir
prit	VER:simp	prendre
la	DET:ART	le
cuite	NOM	cuit|cuite
hier	ADV	hier
soir	NOM	soir
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
dans	PRP	dans
le	DET:ART	le
malus	NOM	malus
mdr	ADJ	mdr
Top	NAM	Top
3	NUM	@card@
des	PRP:det	du
raisons	NOM	raison
de	PRP	de
pourquoi	ADV	pourquoi
je	PRO:PER	je
vais	VER:pres	aller
loupé	VER:pper	louper
la	DET:ART	le
rentrée	NOM	rentrée
de	PRP	de
demain:[ASCII012CTRLC]-pas	NOM	demain:[ASCII012CTRLC]-pas
fais	VER:pres	faire
mes	DET:POS	mon
devoirs[ASCII012CTRLC]-me	NOM	devoirs[ASCII012CTRLC]-me
couche	VER:pres	coucher
trop	ADV	trop
tard[ASCII012CTRLC]-pas	VER:simp	tard[ASCII012CTRLC]-pas
d'	PRP	de
écouteur	NOM	écouteur
pr	ADJ	pr
le	DET:ART	le
bus	NOM	bus
C'	ADJ	C'
est	VER:pres	être
tellement	ADV	tellement
bon	ADJ	bon
de	PRP	de
plus	ADV	plus
avoir	VER:infi	avoir
à	PRP	à
prendre	VER:infi	prendre
le	DET:ART	le
bus	NOM	bus
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
gt	VER:futu	gt
tellement	ADV	tellement
fatiguée	VER:pper	fatiguer
et	KON	et
mal	ADV	mal
en	PRP	en
point	NOM	point
que	PRO:REL	que
j'	PRO:PER	je
mendormais	VER:impf	mendormais
et	KON	et
j'	PRO:PER	je
ai	VER:pres	avoir
vue	VER:pper	voir
une	DET:ART	un
image	NOM	image
de	PRP	de
moi	PRO:PER	moi
entrain	NOM	entrain
d'	PRP	de
me	PRO:PER	me
faire	VER:infi	faire
percuter	VER:infi	percuter
par	PRP	par
une	DET:ART	un
voiture	NOM	voiture
La	DET:ART	le
#sncf	NOM	#sncf
ment	VER:pres	mentir
sur	PRP	sur
la	DET:ART	le
cause	NOM	cause
des	PRP:det	du
retards	NOM	retard
des	PRP:det	du
trains.	ABR	trains.
Hier	VER:futu	Hier
"1	ADJ	"1
panne	NOM	panne
signalisation".	ABR	signalisation".
En	ABR	En
réalité	NOM	réalité
1	NUM	@card@
voyageur	NOM	voyageur
qui	PRO:REL	qui
s'	PRO:PER	se
est	VER:pres	être
fait	VER:pper	faire
évacué	VER:pper	évacuer
par	PRP	par
la	DET:ART	le
police..	ABR	police..
@VictoriaCouraud	NAM	@VictoriaCouraud
Hahaha	NAM	Hahaha
ouais	INT	ouais
on	PRO:PER	on
va	VER:pres	aller
dire	VER:infi	dire
ça	PRO:DEM	cela
(après	NOM	(après
j'	PRO:PER	je
avoue	VER:pres	avouer
descendre	VER:infi	descendre
un	DET:ART	un
arrêt	NOM	arrêt
de	PRP	de
bus	NOM	bus
plus	ADV	plus
tôt	ADV	tôt
pour	PRP	pour
ça...)	NOM	ça...)
@minicats17	ADJ	@minicats17
@RvShark	NOM	@RvShark
Tu	NAM	Tu
sais	VER:pres	savoir
,	PUN	,
il	PRO:PER	il
paraît	VER:pres	paraître
que	KON	que
le	DET:ART	le
clavier	NOM	clavier
d'	PRP	de
ordinateur	NOM	ordinateur
de	PRP	de
ton	DET:POS	ton
open	ADJ	open
Space	NOM	Space
est	VER:pres	être
plus	ADV	plus
dégueu	NOM	dégueu
que	KON	que
la	DET:ART	le
barre	NOM	barre
de	PRP	de
fer	NOM	fer
du	PRP:det	du
métro	NOM	métro
!	SENT	!
!	SENT	!
😜	NOM	😜
Et	NAM	Et
comme	KON	comme
par	PRP	par
hasard	NOM	hasard
c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
mairie	NOM	mairie
de	PRP	de
clichy	NOM	clichy
qu'	PRO:REL	que
il	PRO:PER	il
s'	PRO:PER	se
arrête	VER:pres	arrêter
ce	PRO:DEM	ce
métro	NOM	métro
de	PRP	de
merde	NOM	merde
😒	ADJ	😒
[ASCII012CTRLC]Clichy	ADJ	[ASCII012CTRLC]Clichy
c'	PRO:DEM	ce
est	VER:pres	être
grave	ADJ	grave
naze	NOM	naze
!	SENT	!
(Cc	NOM	(Cc
@XVII_92Clg	NOM	@XVII_92Clg
✌)	ADJ	✌)
Quand	NAM	Quand
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
les	DET:ART	le
grèves	NOM	grève
de	PRP	de
la	DET:ART	le
@sncf	NOM	@sncf
qui	PRO:REL	qui
nous	PRO:PER	nous
emmerde	VER:pres	emmerder
c'	PRO:DEM	ce
est	VER:pres	être
leur	DET:POS	leur
manque	NOM	manque
d'	PRP	de
incompétence	NOM	incompétence
dans	PRP	dans
la	DET:ART	le
prise	NOM	prise
en	PRP	en
charge	NOM	charge
dès	PRP	dès
trajet	NOM	trajet
ptdr	ADJ	ptdr
clc	NOM	clc
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
je	PRO:PER	je
prends	VER:pres	prendre
la	DET:ART	le
seule	ADJ	seul
place	NOM	place
où	PRO:REL	où
ya	NOM	ya
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
pleins	ADJ	plein
le	DET:ART	le
siège	NOM	siège
ptn	ADJ	ptn
@apolloj	ADJ	@apolloj
#sncf	NOM	#sncf
pour	PRP	pour
l'	DET:ART	le
instant	NOM	instant
j'	PRO:PER	je
attend	VER:pres	attendre
de	PRP	de
ses	DET:POS	son
nouvelles	NOM	nouvelle
,	PUN	,
ah	INT	ah
ça	PRO:DEM	cela
donne	VER:pres	donner
vraiment	ADV	vraiment
envie	NOM	envie
de	PRP	de
prendre	VER:infi	prendre
le	DET:ART	le
train.	ABR	train.
Pourquoi	NAM	Pourquoi
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
que	KON	que
moi	PRO:PER	moi
pour	PRP	pour
tomber	VER:infi	tomber
malade	ADJ	malade
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
?	SENT	?
Que	KON	que
celui	PRO:DEM	celui
qui	PRO:REL	qui
a	VER:pres	avoir
niqué	VER:pper	niquer
le	DET:ART	le
trafic	NOM	trafic
du	PRP:det	du
RER	ABR	RER
E	VER:futu	E
aille	VER:pres	ailler
se	PRO:PER	se
faire	VER:infi	faire
profondément	ADV	profondément
enculer	VER:infi	enculer
avec	PRP	avec
les	DET:ART	le
bites	NOM	bite
des	PRP:det	du
parkings	NOM	parking
si	KON	si
je	PRO:PER	je
rate	VER:pres	rater
mon	DET:POS	mon
train	NOM	train
par	PRP	par
sa	DET:POS	son
faute	NOM	faute
!	SENT	!
franceinfo	NOM	franceinfo
:	PUN	:
RT	NOM	RT
Bleu_Poitou	NAM	Bleu_Poitou
:	PUN	:
Une	DET:ART	un
10aine	NOM	10aine
de	PRP	de
trains	NOM	train
SNCF	ABR	SNCF
retardés	VER:pper	retarder
ce	PRO:DEM	ce
matin	NOM	matin
près	ADV	près
de	PRP	de
#Poitiers	NOM	#Poitiers
à	PRP	à
#Beaumont	VER:futu	#Beaumont
à	PRP	à
cause...	ABR	cause...
https://t.co/jRg5HlHsg4	ABR	https://t.co/jRg5HlHsg4
La	DET:ART	le
grève	NOM	grève
#SNCF	ADJ	#SNCF
coûte	VER:pres	coûter
20	NUM	@card@
millions	NOM	million
d'	PRP	de
euros	NOM	euro
par	PRP	par
jour	NOM	jour
à	PRP	à
l'	DET:ART	le
entreprise.	ABR	entreprise.
Ces	VER:futu	Ces
syndicats	NOM	syndicat
coûtent	VER:pres	coûter
vraiment	ADV	vraiment
trop	ADV	trop
cher	ADV	cher
à	PRP	à
la	DET:ART	le
France	NAM	France
et	KON	et
on	PRO:PER	on
laisse	VER:pres	laisser
faire	VER:infi	faire
Moi	NAM	Moi
qui	PRO:REL	qui
espérer	VER:infi	espérer
rouler	VER:infi	rouler
la	DET:ART	le
voiture	NOM	voiture
à	PRP	à
partir	VER:infi	partir
de	PRP	de
mardi	NOM	mardi
:)))))	ADJ	:)))))
@DavidLPokemon	NOM	@DavidLPokemon
je	PRO:PER	je
vien	VER:futu	vien
de	PRP	de
trouver	VER:infi	trouver
une	DET:ART	un
technique	NOM	technique
pour	PRP	pour
faire	VER:infi	faire
éclore	VER:infi	éclore
tes	DET:POS	ton
oeufs	NOM	œuf
dans	PRP	dans
pokémon	NOM	pokémon
go.	ABR	go.
Tu	NAM	Tu
prend	VER:pres	prendre
le	DET:ART	le
bus	NOM	bus
j'	PRO:PER	je
ai	VER:pres	avoir
testé	VER:pper	tester
sa	DET:POS	son
marche	NOM	marche
MDR	NAM	MDR
@MonComptePersoo	ADJ	@MonComptePersoo
@Gabrielkdr	NOM	@Gabrielkdr
En	NOM	En
vrai	ADJ	vrai
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
sûr	ADJ	sûr
que	KON	que
les	DET:ART	le
constructeurs	NOM	constructeur
ont	VER:pres	avoir
proposé	VER:pper	proposer
des	PRP:det	du
trains	NOM	train
mais	KON	mais
trop	ADV	trop
€	ADJ	€
pour	PRP	pour
le	DET:ART	le
STIF	NOM	STIF
d'	PRP	de
où	PRO:REL	où
le	DET:ART	le
refus	NOM	refus
le	DET:ART	le
seul	ADJ	seul
avantage	NOM	avantage
dans	PRP	dans
le	DET:ART	le
retard	NOM	retard
de	PRP	de
la	DET:ART	le
sncf	NOM	sncf
c	ADJ	c
que	PRO:REL	que
j'	PRO:PER	je
ai	VER:pres	avoir
revue	VER:pper	revoir
Alexia😂	NAM	Alexia😂
Ce	NAM	Ce
GPS	NAM	GPS
va	VER:pres	aller
aussi	ADV	aussi
s'	PRO:PER	se
avérer	VER:infi	avérer
fort	ADV	fort
utile	ADJ	utile
au	PRP:det	au
quotidien	NOM	quotidien
pour	PRP	pour
m'	PRO:PER	me
orienter	VER:infi	orienter
dans	PRP	dans
la	DET:ART	le
ville	NOM	ville
sans	PRP	sans
connexion	NOM	connexion
net	ADJ	net
sur	PRP	sur
mon	DET:POS	mon
tél	ABR	téléphone
,	PUN	,
et	KON	et
pour	PRP	pour
les	DET:ART	le
poubelles	NOM	poubelle
!	SENT	!
o/	NOM	o/
Par	NAM	Par
contre	PRP	contre
là	ADV	là
je	PRO:PER	je
vais	VER:pres	aller
me	PRO:PER	me
pisser	VER:infi	pisser
dessus	ADV	dessus
omg	VER:cond	omg
je	PRO:PER	je
suis	VER:pres	suivre|être
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
ma	DET:POS	mon
vessie	NOM	vessie
va	VER:pres	aller
exploser	VER:infi	exploser
et	KON	et
j'	PRO:PER	je
arrive	VER:pres	arriver
que	KON	que
dans	PRP	dans
15min	ADJ	15min
@ClientsRATP	NOM	@ClientsRATP
bonjour	NOM	bonjour
je	PRO:PER	je
suis	VER:pres	suivre|être
inquiet	ADJ	inquiet
pour	PRP	pour
le	DET:ART	le
chauffeur	NOM	chauffeur
du	PRP:det	du
bus	NOM	bus
83	NUM	@card@
#9365	NOM	#9365
-	PUN	-
a	VER:pres	avoir
besoin	NOM	besoin
de	PRP	de
vacances	NOM	vacance
ou	KON	ou
soutien	NOM	soutien
psychologique	ADJ	psychologique
#risquespsychosociaux	ADJ	#risquespsychosociaux
je	PRO:PER	je
croyais	VER:impf	croire
que	KON	que
le	DET:ART	le
bus	NOM	bus
il	PRO:PER	il
allais	VER:impf	aller
exploser	VER:infi	exploser
ouin	NOM	ouin
le	DET:ART	le
délire	NOM	délire
mdr	ADJ	mdr
t'	PRO:PER	te
avais	VER:impf	avoir
de	PRP	de
la	PRO:PER	la
fumer	VER:infi	fumer
et	KON	et
touuu	ADJ	touuu
jpense	VER:pres	jpense
écouter	VER:infi	écouter
joke	NOM	joke
en	PRP	en
boucle	NOM	boucle
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
bc	ADJ	bc
c	VER:simp	c
une	DET:ART	un
d	NOM	d
seules	ADJ	seul
musiques	NOM	musique
où	PRO:REL	où
je	PRO:PER	je
supporte	VER:pres	supporter
pas	ADV	pas
qu'	KON	que
on	PRO:PER	on
me	PRO:PER	me
parle	VER:pres	parler
pendant	PRP	pendant
qu'	PRO:REL	que
elle	PRO:PER	elle
passe	VER:pres	passer
Ok	NOM	Ok
le	DET:ART	le
gars	NOM	gars
il	PRO:PER	il
sait	VER:pres	savoir
que	KON	que
je	PRO:PER	je
suis	VER:pres	suivre|être
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
il	PRO:PER	il
en	PRO:PER	en
profite	VER:pres	profiter
pour	PRP	pour
essayer	VER:infi	essayer|essayer
de	PRP	de
me	PRO:PER	me
gérer	VER:infi	gérer
c'	PRO:DEM	ce
est	NOM	est
quel	PRO:REL	quel
genre	NOM	genre
de	PRP	de
fils	NOM	fil|fils
de	PRP	de
pute	ADJ	pute
ça	PRO:DEM	cela
@mlleeloise62	ADJ	@mlleeloise62
apparement	NOM	apparement
c'	PRO:DEM	ce
est	VER:pres	être
pas	ADV	pas
sa	DET:POS	son
mais	KON	mais
une	DET:ART	un
dispute	NOM	dispute
dans	PRP	dans
le	DET:ART	le
tramway..	ABR	tramway..
Sa	VER:futu	Sa
n'	ADV	ne
empêche	VER:pres	empêcher
que	KON	que
c'	PRO:DEM	ce
est	VER:pres	être
degueulasse	NOM	degueulasse
,	PUN	,
horrible	ADJ	horrible
même..	VER:futu	même..
@dreamingxshawn	NOM	@dreamingxshawn
@sartoriuslutss	ADJ	@sartoriuslutss
j'	PRO:PER	je
adore	VER:pres	adorer
m'	PRO:PER	me
incruster	VER:infi	incruster
c'	PRO:DEM	ce
est	VER:pres	être
mon	DET:POS	mon
talent	NOM	talent
avec	PRP	avec
voler	VER:infi	voler
les	DET:ART	le
cartes	NOM	carte
de	PRP	de
bus	NOM	bus
des	PRP:det	du
gens	NOM	gens
Les	DET:ART	le
gens	NOM	gens
dans	PRP	dans
le	DET:ART	le
rer	NOM	rer
sont	VER:pres	être
pas	ADV	pas
logique	ADJ	logique
ya	NOM	ya
de	PRP	de
la	DET:ART	le
place	NOM	place
partout	ADV	partout
!	SENT	!
Mais	KON	mais
faut	VER:pres	falloir
qu'	KON	que
une	DET:ART	un
bouffonne	NOM	bouffon
se	PRO:PER	se
mette	VER:subp	mettre
à	PRP	à
la	DET:ART	le
fenêtre	NOM	fenêtre
pour	PRP	pour
la	DET:ART	le
fermer	VER:infi	fermer
J'	NAM	J'
pense	VER:pres	penser
que	KON	que
c'	PRO:DEM	ce
est	VER:pres	être
mort	VER:pper	mourir
pour	PRP	pour
prendre	VER:infi	prendre
le	DET:ART	le
bus	NOM	bus
de	PRP	de
la	DET:ART	le
pro	NOM	pro
demain	ADV	demain
j'	PRO:PER	je
dois	VER:pres	devoir
sortir	VER:infi	sortir
de	PRP	de
chez	PRP	chez
moi	PRO:PER	moi
à	PRP	à
6h25	NOM	6h25
non	ADV	non
merci	NOM	merci
les	DET:ART	le
bus	NOM	bus
en	PRP	en
retard	NOM	retard
le	DET:ART	le
jours	NOM	jour
des	PRP:det	du
résultats	NOM	résultat
de	PRP	de
gagner	VER:infi	gagner
c'	PRO:DEM	ce
est	VER:pres	être
des	PRP:det	du
fumiers	NOM	fumier
Cette	NAM	Cette
histoire	NOM	histoire
de	PRP	de
grève	NOM	grève
national	ADJ	national
là	ADV	là
des	PRP:det	du
transports	NOM	transport
commencent	VER:pres	commencer
à	PRP	à
me	PRO:PER	me
casser	VER:infi	casser
le	DET:ART	le
bonbons	NOM	bonbon
💆🏾💆🏾💆🏾	ADJ	💆🏾💆🏾💆🏾
comment	ADV	comment
c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
koh	NOM	koh
Lanta	VER:simp	Lanta
pour	PRP	pour
un	DET:ART	un
rer	ADJ	rer
??!	NOM	??!
Après	NAM	Après
ma	DET:POS	mon
convoc	NOM	convoc
c'	PRO:DEM	ce
est	VER:pres	être
ma	DET:POS	mon
carte	NOM	carte
d'	PRP	de
identité	NOM	identité
que	PRO:REL	que
je	PRO:PER	je
trouve	VER:pres	trouver
pas	ADV	pas
,	PUN	,
manque	VER:pres	manquer
plus	ADV	plus
que	KON	que
j'	PRO:PER	je
loupe	VER:pres	louper
le	DET:ART	le
bus	NOM	bus
demain	ADV	demain
et	KON	et
c	VER:subi	c
bon	ADJ	bon
@alainkrakovitch	NOM	@alainkrakovitch
honte	NOM	honte
aux	PRP:det	au
grévistes	NOM	gréviste
de	PRP	de
la	DET:ART	le
SNCF	ABR	SNCF
,	PUN	,
qu'	PRO:REL	que
ils	PRO:PER	il
viennent	VER:pres	venir
travailler	VER:infi	travailler
dans	PRP	dans
le	DET:ART	le
privé	ADJ	privé
,	PUN	,
qu'	PRO:REL	que
elle	PRO:PER	elle
image	VER:pres	imager
donne	VER:pres	donner
la	DET:ART	le
France	NAM	France
!!!	ADJ	!!!
Les	DET:ART	le
manifestants	NOM	manifestant
bloqués	VER:pper	bloquer
dans	PRP	dans
métro	NOM	métro
à	PRP	à
Bréguet-Sabin.	ABR	Bréguet-Sabin.
Pas	NOM	pas
moyen	ADJ	moyen
de	PRP	de
continuer	VER:infi	continuer
ni	KON	ni
de	PRP	de
sortir.	ABR	sortir.
C'	NAM	C'
est	VER:pres	être
le	DET:ART	le
49-3	NUM	@card@
pour	PRP	pour
manif.	ABR	manif.
Ta	NAM	Ta
gueule	VER:pres	gueuler
manifestant!	NOM	manifestant!
T'	ADJ	T'
facon	NOM	facon
le	DET:ART	le
92	NUM	@card@
c'	PRO:DEM	ce
est	VER:pres	être
bizarre	ADJ	bizarre
t'	PRO:PER	te
es	VER:pres	être
dans	PRP	dans
un	DET:ART	un
four	NOM	four
apres	ADJ	apres
tu	PRO:PER	tu
prend	VER:pres	prendre
le	DET:ART	le
bus	NOM	bus
10	NUM	@card@
minutes	NOM	minute
ya	NOM	ya
que	KON	que
des	PRP:det	du
maisons	NOM	maison
que	PRO:REL	que
t'	PRO:PER	te
achèteras	VER:futu	acheter
jamais	ADV	jamais
Le	DET:ART	le
rituel	NOM	rituel
de	PRP	de
prendre	VER:infi	prendre
le	DET:ART	le
bus	NOM	bus
tous	PRO:IND	tout
les	DET:ART	le
matins	NOM	matin
avec	PRP	avec
Axel	NAM	Axel
reprend	VER:pres	reprendre
,	PUN	,
ça	PRO:DEM	cela
fait	VER:pres	faire
plaisir	NOM	plaisir
La	DET:ART	le
SNCF	ABR	SNCF
met	VER:pres	mettre
en	PRP	en
place	NOM	place
son	DET:POS	son
service	NOM	service
"fiabilité	NOM	"fiabilité
TER	NAM	TER
PACA"	NAM	PACA"
pour	PRP	pour
vous	PRO:PER	vous
indemniser	VER:infi	indemniser
en	PRP	en
cas	NOM	cas
de	PRP	de
retard	NOM	retard
https://t.co/uVZeD32FsG	NOM	https://t.co/uVZeD32FsG
Mon	NAM	Mon
dieu	NOM	dieu
horaire	ADJ	horaire
de	PRP	de
merde	NOM	merde
tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
fini	VER:pper	finir
à	PRP	à
16h20	NOM	16h20
et	KON	et
le	DET:ART	le
mardi	NOM	mardi
j'	PRO:PER	je
commence	VER:pres	commencer
deux	NUM	deux
heures	NOM	heure
plus	ADV	plus
tard	ADV	tard
mais	KON	mais
j'	PRO:PER	je
ai	VER:pres	avoir
pas	ADV	pas
de	PRP	de
bus	NOM	bus
😪😪	ADJ	😪😪
et	KON	et
le	DET:ART	le
lundi	NOM	lundi
mdrr	ADJ	mdrr
@sarah_slzt	VER:simp	@sarah_slzt
ouais	INT	ouais
,	PUN	,
mais	KON	mais
pas	ADV	pas
en	PRP	en
avion	NOM	avion
ou	KON	ou
en	PRP	en
bus	NOM	bus
et	KON	et
le	DET:ART	le
train	NOM	train
ça	PRO:DEM	cela
coûte	VER:pres	coûter
la	DET:ART	le
peau	NOM	peau
du	PRP:det	du
derrière	NOM	derrière
Une	VER:cond	Une
10aine	NOM	10aine
de	PRP	de
trains	NOM	train
@SNCF	VER:subi	@SNCF
retardés	VER:pper	retarder
ce	PRO:DEM	ce
matin	NOM	matin
près	ADV	près
de	PRP	de
#Poitiers	NOM	#Poitiers
à	PRP	à
#Beaumont	VER:futu	#Beaumont
à	PRP	à
cause	NOM	cause
d'	PRP	de
un	DET:ART	un
acte	NOM	acte
de	PRP	de
malveillance	NOM	malveillance
:	PUN	:
un	DET:ART	un
câble	NOM	câble
posé	VER:pper	poser
sur	PRP	sur
les	DET:ART	le
voies.	ABR	voies.
dans	PRP	dans
le	DET:ART	le
métro	NOM	métro
tt	VER:futu	tt
à	PRP	à
l'	DET:ART	le
h	ABR	heure
y	PRO:PER	y
avait	VER:impf	avoir
un	DET:ART	un
gosse	NOM	gosse
de	PRP	de
12	NUM	@card@
ans	NOM	an
qui	PRO:REL	qui
voulait	VER:impf	vouloir
prouver	VER:infi	prouver
à	PRP	à
sa	DET:POS	son
mère	NOM	mère
qu'	PRO:REL	que
il	PRO:PER	il
avait	VER:impf	avoir
un	DET:ART	un
code	NOM	code
de	PRP	de
tel	PRO:DEM	tel
trop	NOM	trop
dure	VER:subp	durer
à	PRP	à
reproduire	VER:infi	reproduire
,	PUN	,
qu'	PRO:REL	que
elle-	NOM	elle-
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
loulou	NOM	loulou
s'	PRO:PER	se
achète	VER:pres	acheter
un	DET:ART	un
pourtable	ADJ	pourtable
ptn	NOM	ptn
je	PRO:PER	je
suis	VER:pres	suivre|être
allé	VER:pper	aller
la	DET:ART	le
chercher	VER:infi	chercher
aà	NOM	aà
son	DET:POS	son
arrêt	NOM	arrêt
de	PRP	de
bus	NOM	bus
mais	KON	mais
elle	PRO:PER	elle
étais	VER:impf	être
pas	ADV	pas
là	ADV	là
donc	ADV	donc
g	VER:subi	g
perdu	VER:pper	perdre
loulou	NOM	loulou
#lmdla	VER:simp	#lmdla
il	PRO:PER	il
y	PRO:PER	y
as	VER:pres	avoir
encore	ADV	encore
la	DET:ART	le
foule	NOM	foule
au	PRP:det	au
mister	NOM	mister
bus	VER:pper	boire
et	KON	et
en	PRP	en
plus	ADV	plus
miracle	NOM	miracle
il	PRO:PER	il
y	PRO:PER	y
as	VER:pres	avoir
la	DET:ART	le
vitrine	NOM	vitrine
éclairé	VER:pper	éclairer
maintenant	ADV	maintenant
@christophevan14	ADJ	@christophevan14
Bon	NAM	Bon
courage	NOM	courage
à	PRP	à
toi	PRO:PER	toi
toute	PRO:IND	tout
l'	DET:ART	le
équipe	NOM	équipe
pour	PRP	pour
le	DET:ART	le
début	NOM	début
des	PRP:det	du
travaux	NOM	travail
ce	PRO:DEM	ce
soir	NOM	soir
sur	PRP	sur
la	DET:ART	le
#LigneN	ADJ	#LigneN
🚧⚒🔩🔧💪🏻#Engagement	NOM	🚧⚒🔩🔧💪🏻#Engagement
#SNCFReseau	ADJ	#SNCFReseau
#SNCF	ADJ	#SNCF
@sncf	NOM	@sncf
pourquoi	ADV	pourquoi
le	DET:ART	le
Morlaix	NAM	Morlaix
Roscoff	NAM	Roscoff
du	PRP:det	du
8	NUM	@card@
juillet	NOM	juillet
de	PRP	de
21h40	NOM	21h40
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
sur	PRP	sur
https://t.co/r0BsC6XRzB	NOM	https://t.co/r0BsC6XRzB
alors	ADV	alors
qu'	KON	que
il	PRO:PER	il
circule	VER:pres	circuler
bien	ADV	bien
?	SENT	?
Dommage	NOM	dommage
!	SENT	!
#sncf	NOM	#sncf
Quand	NAM	Quand
je	PRO:PER	je
pense	VER:pres	penser
à	PRP	à
ces	PRO:DEM	ce
enc***	NOM	enc***
de	PRP	de
la	DET:ART	le
@SNCF	NOM	@SNCF
qui	PRO:REL	qui
font	VER:pres	faire
la	DET:ART	le
grève	NOM	grève
364j/365	ADJ	364j/365
pour	PRP	pour
des	PRP:det	du
nouvelles	ADJ	nouveau
lois	NOM	loi
sociales	ADJ	social
alors	ADV	alors
qu'	KON	que
ils	PRO:PER	il
ont	VER:pres	avoir
le	DET:ART	le
plus	ADV	plus
d'	PRP	de
avantages	NOM	avantage
#LT	ADJ	#LT
j'	PRO:PER	je
ai	VER:pres	avoir
dis	VER:pres	dire
à	PRP	à
ma	DET:POS	mon
soeur	NOM	sœur
de	PRP	de
venir	VER:infi	venir
me	PRO:PER	me
chercher	VER:infi	chercher
mais	KON	mais
mdr	NOM	mdr
elle	PRO:PER	elle
sera	VER:futu	être
là	ADV	là
en	PRP	en
même	ADJ	même
temps	NOM	temps
que	KON	que
le	DET:ART	le
bus	NOM	bus
12	NUM	@card@
leviers	NOM	levier
à	PRP	à
actionner	VER:infi	actionner
et	KON	et
conjuguer	VER:infi	conjuguer
pour	PRP	pour
accélérer	VER:infi	accélérer
l'	DET:ART	le
agenda	NOM	agenda
de	PRP	de
la	DET:ART	le
#mixité	NOM	#mixité
https://t.co/c1uijMRmOJ	ADJ	https://t.co/c1uijMRmOJ
https://t.co/91itoWHab8	ADJ	https://t.co/91itoWHab8
@SNCF	NOM	@SNCF
@iDTGV	NOM	@iDTGV
il	PRO:PER	il
doit	VER:pres	devoir
partir	VER:infi	partir
à	PRP	à
18h07	NOM	18h07
et	KON	et
que	PRO:REL	que
